ObsID,StationName,Provider ID,Country code,StationLat,StationLon,Height,Height Units,DrainingArea.km2.Provider,Catchment Area Units,Added Date,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,HasWL,HasD,Alive D,StartDate_hist_24,EndDate_hist_24,StartDate_nrt_24,EndDate_nrt_24,StartDate_hist_6,EndDate_hist_6,StartDate_nrt_6,EndDate_nrt_6,DiffDays_hist_24,DiffDays_nrt_24,DiffDays_hist_6,DiffDays_nrt_6,cal_hist_24h,cal_nrt_24h,cal_hist_6h,cal_nrt_6h,CAL_TYPE,Notes,EC_calib,Dam/Lake
2,Hofkirchen,1004,DE,48.676627,13.115212,299.6,m,47496,km2,41170.79167,Danube,Danube,Danube,C059,47525,4547500,2847500,TRUE,TRUE,1,1,1,307,40544,41579,43343,-,-,41579,43342.5,40237,1764,-,1763,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
4,Barby,1004,DE,51.984836,11.882244,46.11,m,94060,km2,41170.79167,Elbe,Elbe,Elbe,C348,93975,4452500,3207500,TRUE,TRUE,1,1,1,1899-11-02 00:00:00,42005,41132,43343,41456,42005,41131.25,43342.25,42063,2211,549,2211,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
5,Wittenberg / Lutherstadt,1004,DE,51.856531,12.646309,62.44,m,61879,km2,41170.79167,Elbe,Elbe,Elbe,C164,61675,4497500,3197500,TRUE,TRUE,1,1,1,18569,40544,41137,43343,-,-,41136.25,43342.25,21975,2206,-,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
9,Rathenow UP,1004,DE,52.607446,12.321014,24.52,m,19288.46,km2,41170.79167,Lower Havel,Elbe,Elbe,C351,18875,4472500,3287500,TRUE,FALSE,1,1,1,18630,40317,-,-,-,-,-,-,21687,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
11,Calbe Grizehne,1004,DE,51.916414,11.812211,49.36,m,23719,km2,41170.79167,Saale,Elbe,Elbe,C169,23725,4442500,3202500,TRUE,TRUE,1,1,1,11629,42005,41137,43343,41456,42005,41136.25,43342.25,30376,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
12,Tangermuende,1004,DE,52.541308,11.978054,27.56,m,97780,km2,41170.79167,Elbe,Elbe,Elbe,C170,97875,4457500,3272500,TRUE,TRUE,1,1,1,22222,40544,41149,43343,-,-,41148.25,43342.25,18322,2194,-,2194,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
14,Wittenberge,1004,DE,52.985531,11.759441,16.72,m,123532,km2,41170.79167,Elbe,Elbe,Elbe,C171,123300,4432500,3327500,TRUE,TRUE,1,1,1,1899-11-02 00:00:00,40544,41137,43343,-,-,41136.25,43342.25,40602,2206,-,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
15,Aken,1004,DE,51.857869,12.058857,50.2,m,70093,km2,41170.79167,Elbe,Elbe,Elbe,C349,69875,4457500,3202500,TRUE,TRUE,1,1,1,13090,42005,41132,43343,41456,42005,41131.25,43342.25,28915,2211,549,2211,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
18,Halle-Trotha UP,1004,DE,51.514254,11.954551,69.34,m,17988,km2,41170.79167,Saale,Elbe,Elbe,C350,18000,4457500,3157500,TRUE,TRUE,1,1,1,20030,42005,41137,43343,41456,42005,41136.25,43342.25,21975,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,small outliers,3,-
19,Neu Darchau,1004,DE,53.232262,10.8888,5.68,m,131950,km2,41170.79167,Elbe,Elbe,Elbe,C172,131450,4377500,3352500,FALSE,TRUE,1,0,1,1874-11-02 00:00:00,40544,41132,43343,-,-,41131.25,43342.25,49733,2211,-,2211,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
21,Eisenhuettenstadt,1004,DE,52.15332098,14.68796545,25.17,m,52033,km2,41170.79167,Oder,Oder,Oder,C365,51150,4642500,3237500,FALSE,TRUE,1,0,1,7612,42005,41137,43343,41456,42005,41136.25,43342.25,34393,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
26,Hohensaaten-Finow,1004,DE,52.864739,14.141123,0.16,m,109564,km2,41170.79167,Oder,Oder,Oder,C178,109875,4602500,3307500,TRUE,TRUE,1,1,1,7612,42005,41137,43343,41456,42005,41136.25,43342.25,34393,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
27,Leun (Neu),1004,DE,50.545134,8.355275,135,m,3571,km2,41170.79167,Lahn,Rhine,Rhine,C338,3575,4207500,3047500,TRUE,TRUE,1,1,1,13090,42005,41137,43343,41456,42005,41136.25,43342.5,28915,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
30,Plittersdorf,1004,DE,48.885937,8.135974,106.76,m,48276,km2,41170.79167,Rhine,Rhine,Rhine,-,48500,4182500,2862500,TRUE,TRUE,1,1,1,27335,42005,41336,43343,41456,42005,41336,43342.5,14670,2007,549,2006,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
32,Perl,1004,DE,49.472537,6.369075,138.5,m,11522,km2,41170.79167,Moselle,Rhine,Rhine,C207,11525,4057500,2942500,TRUE,TRUE,1,1,1,27336,42005,41195,43343,41456,42005,41194.25,43342.5,14669,2148,549,2148,TRUE,TRUE,FALSE,TRUE,NRT_6h,Use after 03-2013  Outliers removed with qcc and small oscillations zeros,3,-
33,Plochingen,1004,DE,48.707411,9.419239,245.9,m,3995,km2,41170.79167,Neckar,Rhine,Rhine,C342,3975,4277500,2842500,TRUE,TRUE,1,1,1,6881,42005,41137,43343,41456,42005,41136.25,43342.5,35124,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
36,Kaub,1004,DE,50.085407,7.764994,67.68,m,103488,km2,41170.79167,Rhine,Rhine,Rhine,C202,103525,4162500,2992500,FALSE,TRUE,1,0,1,11264,42005,41137,43343,41456,42005,41136.25,43342.5,30741,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
38,Cochem,1004,DE,50.143322,7.16831,77,m,27088,km2,41170.79167,Moselle,Rhine,Rhine,C208,27025,4122500,3007500,TRUE,TRUE,1,1,1,307,42005,41180,43343,41456,42005,41179.5,43342.25,41698,2163,549,2162,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
39,Trunstadt,1004,DE,49.92968,10.75524,223.4,m,12010,km2,41170.79167,Main,Rhine,Rhine,-,11950,4372500,2982500,TRUE,TRUE,1,1,1,27700,42005,41137,43343,41456,42005,41136.25,43342.5,14305,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,Outliers  zeros removed with qc,3,-
42,Kalkofen (Neu),1004,DE,50.317832,7.889898,86.39,m,5304,km2,41170.79167,Lahn,Rhine,Rhine,-,5275,4172500,3027500,TRUE,TRUE,1,1,1,13090,42005,41137,43342,41456,42005,41136.25,43341.75,28915,2205,549,2205,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
45,Worms,1004,DE,49.631858,8.377548,84.16,m,68936,km2,41170.79167,Rhine,Rhine,Rhine,C204,68950,4202500,2947500,TRUE,TRUE,1,1,1,10960,42005,41138,43343,41456,42005,41137.25,43342.5,31045,2205,549,2205,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
47,Ruhrort,1004,DE,51.455309,6.727942,16.09,m,153176,km2,41170.79167,Rhine,Rhine,Rhine,-,152875,4092500,3157500,TRUE,TRUE,1,1,1,18569,42005,41137,43343,41456,42005,41136.25,43342.5,23436,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
49,Mainz,1004,DE,50.003966,8.275352,80.4,m,98206,km2,41170.79167,Rhine,Rhine,Rhine,C333,98300,4197500,2987500,FALSE,TRUE,1,0,1,11264,40544,41137,43343,-,-,41136.25,43342.5,29280,2206,-,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
50,Koblenz,1004,DE,50.358608,7.60477,57.67,m,109806,km2,41170.79167,Rhine,Rhine,Rhine,-,109850,4147500,3027500,TRUE,FALSE,1,1,1,29161,36892,-,-,-,-,-,-,7731,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
58,DГјsseldorf,1004,DE,51.225463,6.769909,24.48,m,147680.43,km2,41170.79167,Rhine,Rhine,Rhine,C203,147750,4092500,3127500,TRUE,TRUE,1,1,1,11264,42005,41137,43343,41456,42005,41136.25,43342.5,30741,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
59,Steinbach,1004,DE,50.00996142,9.60370974,146.33,m,17914.2,km2,41170.79167,Main,Rhine,Rhine,-,17925,4297500,2992500,TRUE,TRUE,1,1,1,23683,42005,41137,43343,41456,42005,41136.25,43342.5,18322,2206,549,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
60,Fremersdorf,1004,DE,49.408914,6.648444,165.5,m,6983,km2,41170.79167,Saar,Rhine,Rhine,C214,7025,4077500,2932500,FALSE,TRUE,1,0,1,19177,42005,41145,43343,41456,42005,41144.25,43342.5,22828,2198,549,2198,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
62,Bonn,1004,DE,50.736364,7.10807,42.66,m,140901,km2,41170.79167,Rhine,Rhine,Rhine,-,140775,4117500,3072500,TRUE,TRUE,1,1,1,19785,40544,41137,43343,-,-,41136.25,43342.5,20759,2206,-,2206,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
63,Speyer,1004,DE,49.323786,8.44876,88.51,m,53131,km2,41170.79167,Rhine,Rhine,Rhine,C334,53250,4212500,2917500,FALSE,TRUE,1,0,1,18569,42005,41138,43343,41456,42005,41137.25,43342.5,23436,2205,549,2205,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
67,Breisach,1004,DE,48.043177,7.572627,191.85,m,37575,km2,41170.79167,Rhine,Rhine,Rhine,-,37575,4142500,2777500,TRUE,FALSE,1,1,1,32449,42005,41336,42563,41456,42005,41336,42562.5,9556,1227,549,1226,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
71,Kriebstein UP,1007,DE,51.05516745,13.02156971,182.84,m,1757,km2,41170.79167,Zschopau,Elbe,Elbe,-,1800,4532500,3112500,TRUE,TRUE,1,1,1,11995,42005,39924,43343,-,-,39923.75,43342.5,30010,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,Dam,3,D
73,Zwickau-Poelbitz,1007,DE,50.7409214,12.49359541,255.21,m,1030,km2,41170.79167,Zwickauer Mulde,Elbe,Elbe,-,1025,4497500,3072500,TRUE,TRUE,1,1,1,10168,42005,39924,43343,-,-,39923.75,43342.5,31837,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
78,Torgau,1007,DE,51.55371282,13.01012014,75.18,m,55211,km2,41170.79167,Elbe,Elbe,Elbe,C163,55150,4532500,3157500,TRUE,TRUE,1,1,1,13090,40544,39924,43343,-,-,39923.75,43342.5,27454,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
79,Lichtenwalde 1,1007,DE,50.88619146,13.02001517,251.91,m,1575,km2,41170.79167,Zschopau,Elbe,Elbe,-,1600,4532500,3092500,TRUE,TRUE,1,1,1,3594,42005,39924,43343,-,-,39923.75,43342.5,38411,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
80,Colditz,1007,DE,51.12135467,12.8064666,139.17,m,2326,km2,41170.79167,Zwickauer Mulde,Elbe,Elbe,-,2325,4517500,3112500,TRUE,TRUE,1,1,1,39388,42005,39924,43343,-,-,39923.75,43342.5,2617,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
81,Kleindalzig,1007,DE,51.21041419,12.29158291,119.55,m,2891,km2,41170.79167,White Elster,Elbe,Elbe,-,2975,4482500,3122500,TRUE,TRUE,1,1,1,28796,40544,39924,43343,-,-,39923.75,43342.5,11748,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h, zeros removed with qc,3,-
82,Golzern 1,1007,DE,51.25300424,12.77739832,117.7,m,5442,km2,41170.79167,United Mulde,Elbe,Elbe,C165,5500,4512500,3127500,TRUE,TRUE,1,1,1,3959,42005,39924,43343,-,-,39923.75,43342.5,38046,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
83,Bad Dueben 1,1007,DE,51.59077864,12.58071472,81.5,m,6171,km2,41170.79167,United Mulde,Elbe,Elbe,C353,6050,4502500,3162500,FALSE,TRUE,1,1,0,22222,42005,39924,43343,-,-,39923.75,43342.5,19783,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
84,Oberthau,1007,DE,51.38440545,12.1472313,87.27,m,4939,km2,41170.79167,White Elster,Elbe,Elbe,-,4950,4477500,3142500,TRUE,TRUE,1,1,1,26605,40544,39951,42322,-,-,39950.25,42321.25,13939,2371,-,2371,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
85,Boehlen 1,1007,DE,51.21191658,12.38721782,120.9,m,1359,km2,41170.79167,Pleisse,Elbe,Elbe,-,1400,4487500,3132500,TRUE,TRUE,1,1,1,21491,42005,39924,43343,-,-,39923.75,43342.5,20514,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
86,Neuwiese,1007,DE,51.47645819,14.19703258,109.72,m,669,km2,41170.79167,Blacl Elster,Elbe,Elbe,-,675,4617500,3157500,TRUE,TRUE,1,1,1,20030,42005,39924,43343,-,-,39923.75,43342.5,21975,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
87,Schoena,1007,DE,50.87579089,14.23523282,116.21,m,51391,km2,41170.79167,Elbe,Elbe,Elbe,-,51400,4617500,3092500,FALSE,TRUE,1,0,0,20395,40544,39924,43343,-,-,39923.75,43342.5,20149,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
89,Dresden,1007,DE,51.05448101,13.73883052,102.73,m,53096,km2,41170.79167,Elbe,Elbe,Elbe,C155,53125,4582500,3112500,FALSE,TRUE,1,0,1,1806-01-02 00:00:00,40544,39924,43343,-,-,39923.75,43342.5,74874,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
93,Spreewitz,1007,DE,51.51086096,14.40428573,99.03,m,2033,km2,41170.79167,Spree,Elbe,Elbe,-,2100,4632500,3162500,TRUE,TRUE,1,1,1,23683,42005,39924,43343,-,-,39923.75,43342.5,18322,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
94,Goerlitz,1007,DE,51.16119528,14.99318876,175.63,m,1621,km2,41170.79167,Lusatian Neisse,Oder,Oder,-,1600,4672500,3127500,TRUE,TRUE,1,1,1,4690,42005,39924,43343,-,-,39923.75,43342.5,37315,3419,-,3418,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
95,Gornja Radgona,1005,SI,46.6811,15.9956,202.34,m,10197.2,km2,41172.79167,Mur,Danube,Danube,-,10200,4772500,2642500,TRUE,TRUE,1,1,1,16804,42736,39916,43343,33608,42736,39916,43342.25,25932,3427,9128,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
96,Ptuj,1005,SI,46.4169,15.8675,214.62,m,13664.1,km2,41172.79167,Drava,Danube,Danube,-,13750,4767500,2612500,TRUE,TRUE,1,1,1,13882,42736,39917,43343,39448.25,42736,39916.5,43342.25,28854,3426,3287,3425,TRUE,TRUE,TRUE,TRUE,HIST_6h,Dams  strongly regulated,3,D
98,Radovljica,1005,SI,46.34,14.1654,408.09,m,907.97,km2,41172.79167,Sava,Danube,Danube,C371,900,4642500,2587500,TRUE,TRUE,1,1,1,16439,42736,39916,43343,34339,42736,39916,43342.25,26297,3427,8397,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,Use after 01-2014 oscillations in low flow,3,D
99,Medno,1005,SI,46.1225,14.4405,300.27,m,2201.45,km2,41172.79167,Sava,Danube,Danube,-,2125,4667500,2567500,TRUE,TRUE,1,1,1,28492,42736,39970,43343,35796,42736,39969.25,43342.25,14244,3373,6940,3373,TRUE,TRUE,TRUE,TRUE,HIST_6h,Dam,3,D
101,Hrastnik,1005,SI,46.122,15.0906,193.85,m,5176.79,km2,41172.79167,Sava,Danube,Danube,C370,5200,4717500,2567500,TRUE,TRUE,1,1,1,34030,42736,39916,43343,34335,42736,39916,43342.25,8706,3427,8401,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
102,Jesenice na Dolenjskem,1005,SI,45.8605,15.6925,129.43,m,10881.64,km2,41172.79167,Sava,Danube,Danube,-,10675,4767500,2542500,TRUE,TRUE,1,1,1,33240,42736,39916,43343,37987,42736,39916,43342.25,9496,3427,4749,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
103,Moste,1005,SI,46.0554,14.5444,281.29,m,1762.32,km2,41172.79167,Ljubljanica,Danube,Danube,C374,1825,4667500,2557500,FALSE,TRUE,1,0,1,16804,42736,39916,43343,34335,42736,39916,43342.25,25932,3427,8401,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
104,Medlog,1005,SI,46.2332,15.2204,238.16,m,1037.1,km2,41172.79167,Savinja,Danube,Danube,-,1000,4722500,2582500,TRUE,FALSE,1,1,1,37622,42005,39916,42671,37622,42005,39916,42670.25,4383,2755,4383,2754,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
105,LaЕЎko,1005,SI,46.154,15.2336,215.03,m,1663.6,km2,41172.79167,Savinja,Danube,Danube,-,1675,4727500,2572500,TRUE,TRUE,1,1,1,2634,42736,39916,43343,35796,42736,39916,43342.25,40102,3427,6940,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
107,PodboДЌje,1005,SI,45.8644,15.4555,146.32,m,2238.12,km2,41172.79167,Krka,Danube,Danube,C372,1875,4747500,2547500,TRUE,TRUE,1,1,1,12056,42736,39916,43343,34336,42736,39916,43342.25,30680,3427,8400,3426,TRUE,TRUE,TRUE,TRUE,HIST_6h,use after 02-1998,3,-
108,Solkan,1005,SI,45.98162,13.65517,51.84,m,1572.8,km2,39450,Soca,Soca/Isonzo,Isonzo,C377,1550,4602500,2542500,TRUE,TRUE,1,1,1,16439,42736,39962,43343,37622,42736,39961.5,43342.25,26297,3381,5114,3380,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
109,Bollendorf,1010,DE,49.85092117,6.359170876,170,m,3222,km2,41172.79167,Sauer,Rhine,Rhine,-,3250,4062500,2972500,TRUE,TRUE,1,1,1,21491,42370,39922,43343,32811.75,42370,39922,43342.25,20879,3421,9558,3420,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
112,Grolsheim,1010,DE,49.91139771,7.911184681,84.63,m,4013,km2,41172.79167,Nahe,Rhine,Rhine,C332,4000,4172500,2977500,TRUE,TRUE,1,1,1,13090,42370,39922,43021,19502,42370,39922,43020.5,29280,3099,22868,3098,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
113,Martinstein,1010,DE,49.8037948,7.535999955,164.1,m,1468,km2,41172.79167,Nahe,Rhine,Rhine,-,1525,4142500,2967500,TRUE,TRUE,1,1,1,22952,42370,39922,43343,23316,42370,39922,43342.25,19418,3421,19054,3420,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
114,Odenbach,1010,DE,49.68891971,7.652246699,147.75,m,1085.53,km2,41172.79167,Glan,Rhine,Rhine,-,1075,4152500,2952500,TRUE,TRUE,1,1,1,20758,42370,39922,43343,20761,42370,39922,43342.25,21612,3421,21609,3420,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
117,Bad Vilbel,1009,DE,50.182246,8.741063,102.51,m,1619.3,km2,41172.79167,Nidda,Rhine,Rhine,-,1575,4232500,3007500,TRUE,TRUE,1,1,1,20395,42853,39751,43343,32082,42852.75,39751,43342.25,22458,3592,10770,3591,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
118,Hanau,1009,DE,50.132084,8.94581,101.53,m,921.2,km2,41172.79167,Kinzig,Rhine,Rhine,C749,900,4247500,3002500,TRUE,TRUE,1,1,1,20761,42854,39751,43343,32082,42853.5,39751,43342.25,22093,3592,10771,3591,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
120,Marburg,1009,DE,50.798714,8.764476,173.67,m,1666.2,km2,41172.79167,Lahn,Rhine,Rhine,-,1675,4237500,3082500,FALSE,TRUE,1,0,1,20395,42854,39751,43343,32874,42853.75,39751,43342.25,22459,3592,9979,3591,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
123,"Kitinen, Kokkosniva",1011,FI,67.2222884,27.3238371,155,m,9820,km2,41172.79167,Kitinen,Kemijoki,Kemijoki,C607,6575,5072500,4992500,TRUE,TRUE,0,1,1,33239,41274,39972,43343,-,-,39971.75,43342.5,8035,3371,-,3370,TRUE,TRUE,FALSE,TRUE,NRT_6h,oscillations in low flow  dam strongly regulated,3,-
125,Kemihaara,1011,FI,67.1985334,27.7855125,155,m,8538,km2,41172.79167,Kemijoki,Kemijoki,Kemijoki,C608,10325,5092500,5002500,TRUE,FALSE,0,1,1,7672,41274,-,-,-,-,-,-,33602,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
127,Vanttauskoski,1011,FI,66.3677881,26.6859731,86,m,29021,km2,41172.79167,Kemijoki,Kemijoki,Kemijoki,-,30300,5062500,4897500,FALSE,FALSE,0,0,0,26207,41274,-,-,-,-,-,-,15067,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,dam  oscillations moved downstream of dam,3,D
128,VikajГ¤rvi  luusua,1011,FI,66.6218225,26.2195191,118,m,3017,km2,41172.79167,Raudanjoki,Kemijoki,Kemijoki,C609,3150,5037500,4917500,TRUE,FALSE,0,1,1,34335,41274,-,-,-,-,-,-,6939,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
130,"Ounasjoki, KГ¶ngГ¤s",1011,FI,67.878636,24.8443741,189,m,4488,km2,41172.79167,Ounasjoki,Kemijoki,Kemijoki,C610,4625,4947500,5047500,FALSE,FALSE,0,0,0,14977,41274,-,-,-,-,-,-,26297,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
131,Unari  luusua,1011,FI,67.1304709,25.7472743,180,m,1198,km2,41172.79167,Meltausjoki,Kemijoki,Kemijoki,-,1175,5002500,4967500,TRUE,FALSE,0,1,1,29952,41274,-,-,-,-,-,-,11322,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
132,"Ounasjoki, Marraskoski",1011,FI,66.7984772,25.4202449,93,m,12303,km2,41172.79167,Ounasjoki,Kemijoki,Kemijoki,C242,12900,4997500,4932500,TRUE,TRUE,0,1,1,25934,41274,39961,43343,-,-,39960.5,43342.5,15340,3382,-,3382,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
134,Isohaara,1011,FI,65.7926686,24.5452857,2,m,50683,km2,41172.79167,Kemijoki,Kemijoki,Kemijoki,C241,52475,4987500,4817500,TRUE,FALSE,0,1,1,17899,41274,-,-,-,-,-,-,23375,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,oscillations in low flow,3,D
135,"Muonionjoki, Kaaresuvanto",1011,FI,68.4422813,22.4945881,324,m,5732,km2,41172.79167,Muonio,Torne,Torne,-,5875,4832500,5082500,TRUE,TRUE,0,1,1,26299,41274,39753,43343,-,-,39752.5,43342.5,14975,3590,-,3590,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
136,"Muonionjoki, Muonio",1011,FI,67.945748,23.6601427,233,m,9259,km2,41172.79167,Muonio,Torne,Torne,C625,9250,4887500,5042500,FALSE,TRUE,0,0,0,13881,41274,39753,43343,-,-,39752.25,43342.25,27393,3590,-,3590,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
138,"Inarijoki, Karigasniemi",1011,FI,69.395731,25.8448848,130,m,3133,km2,41172.79167,Anarjohka,Tana,Tana,C611,3050,4942500,5212500,TRUE,TRUE,0,1,1,22282,41274,39753,43343,-,-,39753,43342.25,18992,3590,-,3589,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
139,Onnelansuvanto,1011,FI,69.9119921,27.0269747,69,m,10864,km2,41172.79167,Tana,Tana,Tana,C412,10650,4972500,5282500,TRUE,TRUE,0,1,1,21551,42369,39753,43342,-,-,39752.5,43341.75,20818,3589,-,3589,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
140,"Utsjoki, Patoniva",1011,FI,69.7836622,26.9995333,80,m,1520,km2,41172.79167,Utsjoki,Tana,Tana,-,1500,4977500,5262500,FALSE,TRUE,0,1,0,22805,42369,39753,43343,-,-,39752.75,43342.5,19564,3590,-,3589,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
141,Kettujoki,1011,FI,68.9191063,26.7475403,150,m,2215,km2,41172.79167,Kettujoki,Paatsjoki,Paatsjoki,-,2250,4992500,5172500,TRUE,TRUE,0,1,1,17533,41274,-,-,-,-,-,-,23741,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,-,3,-
142,Juutuanjoki,1011,FI,68.8891879,26.9251906,140,m,5160,km2,41172.79167,Juutuanjoki,Paatsjoki,Paatsjoki,C612,5250,4997500,5162500,TRUE,TRUE,0,1,1,7672,41274,39699,43343,-,-,39698.5,43342.5,33602,3644,-,3644,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
143,"Ivalojoki, Pajakoski",1011,FI,68.5545882,27.274471,130,m,3345,km2,41172.79167,Ivalo,Paatsjoki,Paatsjoki,C613,3300,5022500,5137500,FALSE,TRUE,0,0,0,22282,41274,39753,43343,-,-,39753,43342.5,18992,3590,-,3589,TRUE,TRUE,FALSE,TRUE,NRT_6h,-,3,-
144,Kaitakoski,1011,FI,68.9087333,28.4489194,131,m,14575,km2,41172.79167,Paatsjoki,Paatsjoki,Paatsjoki,C614,14575,5062500,5187500,TRUE,FALSE,0,1,1,17899,41274,-,-,-,-,-,-,23375,-,-,-,TRUE,FALSE,FALSE,FALSE,HIST_24h,lake  strongly regulated,3,L
145,Kallio 2,1014,SE,67.22489293,23.54304774,-,-,14477.1,km2,41170.79167,Muonio,Torne,Torne,C627,14450,4907500,4957500,TRUE,TRUE,0,1,1,31927,42370,40545,43343,37546,42370,40544.25,43342.25,10443,2798,4824,2798,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
146,Pajala pumphus,1014,SE,67.22583606,23.34635836,-,-,11038.1,km2,41170.79167,Torne,Torne,Torne,-,16875,4887500,4957500,TRUE,TRUE,0,1,1,25453,42370,40545,43342,28856,42370,40544.25,43342,16917,2797,13514,2797,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
147,RГ¤ktfors,1014,SE,66.17064495,22.81577421,-,-,23102.9,km2,41170.79167,Kalix,Kalix,Kalix,C239,17425,4897500,4832500,TRUE,TRUE,0,1,1,13517,42370,40545,43343,28856,42370,40544.25,43342.25,28853,2798,13514,2798,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
148,GranГҐker,1014,SE,64.23997856,19.66624078,-,-,11846.37,km2,41170.79167,Vindel,Ume,Umealven,C635,11850,4792500,4602500,TRUE,TRUE,0,1,1,29069,42370,40545,43343,29068.5,42370,40544.25,43342.25,13301,2798,13301,2798,TRUE,TRUE,TRUE,TRUE,HIST_6h,-,3,-
